sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
48745,https://sofifa.com/player/48745/fabricio-coloccini/20/159586,F. Coloccini,Fabricio Coloccini,37,1/22/1982,184,83,Argentina,San Lorenzo de Almagro,72,72,625000,10000,CB,Right,2,4,2,Low/High,Normal,Yes,938000,nan,RCB,32,nan,7/6/2016,2021,nan,nan,40,55,58,60,72,69,nan,nan,nan,nan,nan,nan,"Power Free-Kick, Avoids Using Weaker Foot, Giant Throw-in",53,45,78,64,58,58,58,56,66,65,45,35,54,68,56,63,75,41,78,71,78,70,40,48,58,72,72,72,65,11,16,14,16,6,57+2,57+2,57+2,54+2,55+2,55+2,55+2,54+2,56+2,56+2,56+2,54+2,60+2,60+2,60+2,54+2,60+2,66+2,66+2,66+2,60+2,61+2,71+2,71+2,71+2,61+2
102064,https://sofifa.com/player/102064/claudio-terzi/20/159586,C. Terzi,Claudio Terzi,35,6/19/1984,180,69,Italy,Spezia,72,72,950000,3000,CB,Right,1,3,2,Medium/High,Lean,No,1500000,nan,RCB,19,nan,8/13/2015,2020,nan,nan,51,41,45,51,71,77,nan,nan,nan,nan,nan,nan,Avoids Using Weaker Foot,43,29,70,50,42,44,40,28,52,58,42,59,47,69,77,59,86,77,77,48,75,72,26,39,61,71,71,72,71,13,11,10,12,8,49+2,49+2,49+2,45+2,46+2,46+2,46+2,45+2,46+2,46+2,46+2,48+2,52+2,52+2,52+2,48+2,62+2,64+2,64+2,64+2,62+2,64+2,70+2,70+2,70+2,64+2
137774,https://sofifa.com/player/137774/domenico-maietta/20/159586,D. Maietta,Domenico Maietta,36,8/3/1982,184,75,Italy,Empoli,72,72,625000,3000,CB,Right,1,2,2,Medium/High,Normal,No,1000000,nan,RCB,22,nan,1/31/2018,2020,nan,nan,32,16,39,45,73,67,nan,nan,nan,nan,nan,nan,nan,28,13,70,56,15,43,15,14,53,48,30,33,31,68,52,21,72,43,77,18,72,78,16,20,15,70,65,78,74,14,5,7,15,5,37+2,37+2,37+2,35+2,35+2,35+2,35+2,35+2,37+2,37+2,37+2,38+2,46+2,46+2,46+2,38+2,55+2,62+2,62+2,62+2,55+2,58+2,70+2,70+2,70+2,58+2
142762,https://sofifa.com/player/142762/jonathan-bottinelli/20/159586,J. Bottinelli,Jonathan Pablo Bottinelli,34,9/14/1984,180,79,Argentina,Unión de Santa Fe,72,72,1200000,10000,CB,Left,1,3,2,Medium/High,Normal,No,1700000,nan,LCB,6,nan,8/7/2017,2023,nan,nan,33,36,51,47,73,66,nan,nan,nan,nan,nan,nan,Power Free-Kick,48,35,75,59,40,42,43,38,54,53,30,36,35,68,65,52,88,32,75,27,81,73,17,41,41,69,74,73,63,7,11,6,6,14,46+2,46+2,46+2,42+2,43+2,43+2,43+2,42+2,44+2,44+2,44+2,44+2,50+2,50+2,50+2,44+2,56+2,63+2,63+2,63+2,56+2,58+2,71+2,71+2,71+2,58+2
155463,https://sofifa.com/player/155463/valerica-gaman/20/159586,V. Găman,Marius Valerică Găman,30,2/25/1989,191,82,Romania,Al Shabab,72,72,2500000,21000,CB,Right,1,3,2,Low/Medium,Lean,No,4200000,nan,SUB,25,nan,7/1/2018,2020,nan,nan,52,51,57,56,72,71,nan,nan,nan,nan,nan,nan,"Injury Prone, Leadership, Long Passer (CPU AI Only)",44,47,74,68,43,51,41,48,63,63,55,49,53,68,52,64,73,69,73,43,70,71,59,54,69,66,72,73,71,10,13,12,8,10,59+2,59+2,59+2,55+2,57+2,57+2,57+2,55+2,57+2,57+2,57+2,57+2,62+2,62+2,62+2,57+2,63+2,68+2,68+2,68+2,63+2,65+2,70+2,70+2,70+2,65+2
158375,https://sofifa.com/player/158375/nana-asare/20/159586,N. Asare,Nana Kwesi Asare,32,7/11/1986,173,66,Ghana,KAA Gent,72,72,1900000,14000,"LB, CB",Left,1,3,3,High/High,Lean,No,2900000,nan,LB,21,nan,7/1/2013,2021,nan,nan,71,56,68,71,74,71,nan,nan,nan,nan,nan,nan,"Inflexible, Giant Throw-in",67,48,63,69,58,70,67,63,67,70,70,72,78,67,80,61,80,78,65,60,73,82,71,71,66,78,79,68,67,10,7,7,11,15,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2
158956,https://sofifa.com/player/158956/julio-barroso/20/159586,J. Barroso,Julio Alberto Barroso,34,1/16/1985,175,71,Argentina,Colo-Colo,72,72,1200000,6000,CB,Right,1,3,2,Medium/Medium,Normal,No,1600000,nan,LCB,5,nan,12/25/2013,2020,nan,nan,63,47,58,54,72,74,nan,nan,nan,nan,nan,nan,Long Passer (CPU AI Only),51,36,74,65,46,43,25,55,64,65,61,65,60,75,69,64,89,78,78,52,55,70,44,59,70,72,72,74,70,11,16,8,9,10,56+2,56+2,56+2,54+2,55+2,55+2,55+2,54+2,57+2,57+2,57+2,57+2,62+2,62+2,62+2,57+2,66+2,68+2,68+2,68+2,66+2,68+2,71+2,71+2,71+2,68+2
163492,https://sofifa.com/player/163492/nicolas-lombaerts/20/159586,N. Lombaerts,Nicolas Lombaerts,34,3/20/1985,187,80,Belgium,KV Oostende,72,72,1200000,11000,CB,Left,2,2,2,Low/Medium,Normal,No,1700000,nan,SUB,6,nan,7/1/2017,2020,nan,nan,32,44,62,52,76,69,nan,nan,nan,nan,nan,nan,Long Passer (CPU AI Only),61,33,75,69,39,47,54,60,69,65,33,32,37,59,55,65,32,62,76,50,67,80,39,48,48,69,80,72,70,16,10,6,15,13,51+2,51+2,51+2,49+2,50+2,50+2,50+2,49+2,52+2,52+2,52+2,52+2,60+2,60+2,60+2,52+2,64+2,69+2,69+2,69+2,64+2,65+2,71+2,71+2,71+2,65+2
167601,https://sofifa.com/player/167601/kirill-nababkin/20/159586,K. Nababkin,Kirill Nababkin,32,9/8/1986,184,77,Russia,PFC CSKA Moscow,72,72,1900000,1000,"LB, RB, CB",Right,2,4,2,Medium/High,Normal,No,4200000,nan,SUB,14,nan,1/1/2010,2020,RCB,3,76,60,62,60,73,74,nan,nan,nan,nan,nan,nan,Dives Into Tackles (CPU AI Only),65,60,65,65,32,56,52,46,71,63,74,77,63,63,67,68,72,78,72,60,75,72,58,53,55,64,74,76,75,14,8,15,14,6,63+2,63+2,63+2,62+2,61+2,61+2,61+2,62+2,61+2,61+2,61+2,63+2,64+2,64+2,64+2,63+2,70+2,69+2,69+2,69+2,70+2,71+2,71+2,71+2,71+2,71+2
167812,https://sofifa.com/player/167812/semih-kaya/20/159586,S. Kaya,Semih Kaya,28,2/24/1991,183,80,Turkey,Sparta Praha,72,72,2700000,1000,CB,Right,1,2,2,Low/High,Normal,No,6000000,nan,SUB,2,nan,7/19/2017,2020,nan,nan,64,38,56,55,70,75,nan,nan,nan,nan,nan,nan,"Power Free-Kick, Injury Prone, Avoids Using Weaker Foot",50,38,73,65,39,51,38,21,62,57,66,62,65,66,61,53,76,65,79,25,77,69,50,53,26,68,66,74,72,8,16,10,9,10,54+2,54+2,54+2,53+2,53+2,53+2,53+2,53+2,54+2,54+2,54+2,56+2,58+2,58+2,58+2,56+2,63+2,66+2,66+2,66+2,63+2,65+2,70+2,70+2,70+2,65+2
167936,https://sofifa.com/player/167936/jeremy-sorbon/20/159586,J. Sorbon,Jérémy Sorbon,35,8/5/1983,183,79,France,En Avant de Guingamp,72,72,950000,5000,CB,Right,1,3,2,Low/High,Normal,No,1700000,nan,RCB,15,nan,7/1/2013,2020,nan,nan,32,31,58,47,74,69,nan,nan,nan,nan,nan,nan,"Diver, Giant Throw-in",60,25,73,67,25,35,40,34,56,60,31,33,48,70,69,43,61,50,77,30,73,74,42,52,39,67,75,73,71,13,15,8,6,13,47+2,47+2,47+2,46+2,46+2,46+2,46+2,46+2,49+2,49+2,49+2,49+2,56+2,56+2,56+2,49+2,61+2,67+2,67+2,67+2,61+2,63+2,71+2,71+2,71+2,63+2
169596,https://sofifa.com/player/169596/ryan-shawcross/20/159586,R. Shawcross,Ryan Shawcross,31,10/4/1987,191,76,England,Stoke City,72,72,2300000,22000,CB,Right,2,3,2,Medium/High,Normal,Yes,4400000,nan,SUB,17,nan,1/17/2008,2021,nan,nan,41,37,47,49,71,82,nan,nan,nan,nan,nan,nan,"Avoids Using Weaker Foot, Leadership, Giant Throw-in",30,39,74,58,35,44,34,24,66,55,40,42,46,71,49,44,70,76,85,28,83,67,26,40,48,64,74,69,73,10,12,7,13,15,48+2,48+2,48+2,44+2,45+2,45+2,45+2,44+2,47+2,47+2,47+2,47+2,54+2,54+2,54+2,47+2,59+2,66+2,66+2,66+2,59+2,62+2,71+2,71+2,71+2,62+2
170039,https://sofifa.com/player/170039/ryan-shotton/20/159586,R. Shotton,Ryan Shotton,30,9/30/1988,191,84,England,Middlesbrough,72,72,2500000,22000,"CB, RWB, RB",Right,1,3,2,Medium/Medium,Normal,Yes,4800000,nan,LCB,5,nan,8/30/2017,2020,nan,nan,63,52,61,63,72,77,nan,nan,nan,nan,nan,nan,Long Shot Taker (CPU AI Only),68,50,66,62,38,63,42,37,61,64,61,64,59,70,49,65,65,80,81,44,68,71,55,61,59,60,73,73,74,13,12,7,9,10,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,63+2,63+2,63+2,63+2,63+2,69+2,68+2,68+2,68+2,69+2,69+2,71+2,71+2,71+2,69+2
171087,https://sofifa.com/player/171087/christian-fernandez-salas/20/159586,Christian Fernández,Christian Fernández Salas,33,10/15/1985,182,77,Spain,Real Oviedo,72,72,1500000,8000,"CB, LB",Left,1,2,2,Medium/High,Normal,No,2400000,nan,LCB,18,nan,7/7/2016,2020,nan,nan,66,56,61,60,71,78,nan,nan,nan,nan,nan,nan,"Inflexible, Leadership, Long Passer (CPU AI Only)",65,52,72,65,46,56,58,59,63,61,65,66,63,68,73,70,75,78,77,51,82,73,59,48,54,66,69,71,68,16,7,16,8,7,62+2,62+2,62+2,59+2,59+2,59+2,59+2,59+2,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,67+2,68+2,68+2,68+2,67+2,68+2,71+2,71+2,71+2,68+2
172077,https://sofifa.com/player/172077/jose-maria-basanta/20/159586,J. Basanta,José María Basanta,35,4/3/1984,188,78,Argentina,Monterrey,72,72,950000,18000,CB,Left,2,3,2,Medium/Medium,Lean,No,1500000,nan,RES,15,nan,6/30/2016,2020,nan,nan,47,49,54,54,72,68,nan,nan,nan,nan,nan,nan,"Power Free-Kick, Avoids Using Weaker Foot, Long Passer (CPU AI Only), Giant Throw-in",51,41,75,62,45,55,55,40,61,60,40,53,33,76,34,67,71,53,73,52,74,76,49,39,47,71,69,72,71,9,10,10,8,14,57+2,57+2,57+2,52+2,54+2,54+2,54+2,52+2,53+2,53+2,53+2,54+2,58+2,58+2,58+2,54+2,63+2,66+2,66+2,66+2,63+2,64+2,71+2,71+2,71+2,64+2
172317,https://sofifa.com/player/172317/david-fernandez-cortazar/20/159586,David Fernández,David Fernández Cortázar,34,4/6/1985,186,81,Spain,AD Alcorcón,72,72,1200000,7000,CB,Right,1,5,2,Medium/Medium,Normal,No,1800000,nan,LCB,19,nan,7/14/2017,2020,nan,nan,56,44,58,51,75,71,nan,nan,nan,nan,nan,nan,nan,50,34,72,64,41,41,56,38,66,61,61,51,60,63,57,72,70,82,73,42,51,77,39,54,36,69,71,78,75,9,11,8,15,16,53+2,53+2,53+2,50+2,51+2,51+2,51+2,50+2,53+2,53+2,53+2,54+2,60+2,60+2,60+2,54+2,66+2,68+2,68+2,68+2,66+2,68+2,70+2,70+2,70+2,68+2
175932,https://sofifa.com/player/175932/ritchie-de-laet/20/159586,R. De Laet,Ritchie De Laet,30,11/28/1988,186,77,Belgium,Royal Antwerp FC,72,72,2500000,9000,"RB, CB, ST",Right,1,4,3,High/Medium,Normal,No,3700000,nan,SUB,2,nan,7/1/2019,2021,nan,nan,82,55,59,68,69,76,nan,nan,nan,nan,nan,nan,"Inflexible, Early Crosser",68,60,68,63,24,69,28,48,60,68,76,87,64,69,58,61,77,77,76,49,75,66,56,54,40,77,64,75,73,13,14,14,12,13,64+2,64+2,64+2,65+2,64+2,64+2,64+2,65+2,63+2,63+2,63+2,67+2,63+2,63+2,63+2,67+2,70+2,67+2,67+2,67+2,70+2,71+2,70+2,70+2,70+2,71+2
177790,https://sofifa.com/player/177790/artur-jedrzejczyk/20/159586,A. Jędrzejczyk,Artur Jędrzejczyk,31,11/4/1987,189,78,Poland,Legia Warszawa,72,72,2300000,7000,"CB, RB",Right,1,3,2,Medium/Medium,Normal,No,3200000,nan,LCB,55,nan,1/29/2017,2020,SUB,3,67,48,60,64,68,80,nan,nan,nan,nan,nan,nan,Inflexible,68,43,72,68,52,63,47,34,66,65,68,67,68,65,63,69,78,75,82,39,82,71,53,42,34,63,62,70,69,7,8,12,16,11,60+2,60+2,60+2,59+2,58+2,58+2,58+2,59+2,58+2,58+2,58+2,62+2,61+2,61+2,61+2,62+2,68+2,68+2,68+2,68+2,68+2,68+2,70+2,70+2,70+2,68+2
178171,https://sofifa.com/player/178171/sergio-sanchez-ortega/20/159586,Sergio Sánchez,Sergio Sánchez Ortega,33,4/3/1986,185,84,Spain,Cádiz CF,72,72,1500000,7000,CB,Right,1,2,2,Medium/Medium,Normal,No,2400000,nan,RCB,21,nan,9/21/2018,2020,nan,nan,55,51,59,56,73,72,nan,nan,nan,nan,nan,nan,nan,61,51,70,65,51,47,35,30,60,66,59,52,66,69,60,59,73,69,72,41,76,75,60,60,47,70,71,74,71,12,15,6,12,11,59+2,59+2,59+2,57+2,58+2,58+2,58+2,57+2,58+2,58+2,58+2,59+2,62+2,62+2,62+2,59+2,66+2,69+2,69+2,69+2,66+2,67+2,71+2,71+2,71+2,67+2
178600,https://sofifa.com/player/178600/ugur-demirok/20/159586,U. Demirok,Uğur Demirok,30,7/8/1988,190,85,Turkey,Atiker Konyaspor,72,72,2500000,12000,CB,Right,1,3,2,Medium/Medium,Normal,No,5000000,nan,SUB,15,nan,7/2/2018,2020,nan,nan,39,43,56,56,73,78,nan,nan,nan,nan,nan,nan,Leadership,40,42,75,64,29,57,32,22,68,58,42,37,45,71,44,55,42,79,85,30,68,73,40,64,72,73,70,75,73,6,8,13,7,8,53+2,53+2,53+2,50+2,53+2,53+2,53+2,50+2,55+2,55+2,55+2,54+2,62+2,62+2,62+2,54+2,63+2,69+2,69+2,69+2,63+2,64+2,71+2,71+2,71+2,64+2
181479,https://sofifa.com/player/181479/alex-wilkinson/20/159586,A. Wilkinson,Alex Wilkinson,34,8/13/1984,187,85,Australia,Sydney FC,72,72,1200000,7000,CB,Right,1,3,2,Medium/High,Normal,No,1400000,nan,LCB,4,nan,5/2/2016,2020,nan,nan,40,46,54,50,71,79,nan,nan,nan,nan,nan,nan,"Diver, Avoids Using Weaker Foot",33,36,68,68,53,42,37,33,59,60,34,44,50,62,54,60,72,75,83,49,75,69,50,57,58,61,70,74,69,13,12,13,10,8,53+2,53+2,53+2,48+2,51+2,51+2,51+2,48+2,53+2,53+2,53+2,51+2,60+2,60+2,60+2,51+2,60+2,67+2,67+2,67+2,60+2,62+2,70+2,70+2,70+2,62+2
183361,https://sofifa.com/player/183361/anthony-weber/20/159586,A. Weber,Anthony Weber,32,6/11/1987,190,82,France,Stade Malherbe Caen,72,72,2000000,7000,CB,Right,1,3,2,Low/High,Normal,No,3600000,nan,CB,28,nan,7/22/2019,2021,nan,nan,34,28,56,52,72,76,nan,nan,nan,nan,nan,nan,"Diver, Leadership, Long Passer (CPU AI Only), Giant Throw-in",32,28,76,70,25,46,53,37,70,60,33,35,48,70,53,28,63,71,83,24,70,72,37,50,42,66,74,72,63,9,8,10,16,15,47+2,47+2,47+2,45+2,47+2,47+2,47+2,45+2,51+2,51+2,51+2,50+2,59+2,59+2,59+2,50+2,60+2,69+2,69+2,69+2,60+2,61+2,71+2,71+2,71+2,61+2
185010,https://sofifa.com/player/185010/michal-pazdan/20/159586,M. Pazdan,Michał Pazdan,31,9/21/1987,181,78,Poland,MKE Ankaragücü,72,72,2300000,15000,CB,Right,2,4,2,Medium/High,Normal,Yes,4600000,nan,RCB,22,nan,1/30/2019,2020,SUB,2,48,44,59,56,70,72,nan,nan,nan,nan,nan,nan,nan,47,35,66,66,41,47,48,41,64,65,51,46,60,68,68,62,86,57,75,49,81,72,45,64,31,65,71,69,72,15,13,6,16,12,53+2,53+2,53+2,53+2,54+2,54+2,54+2,53+2,56+2,56+2,56+2,54+2,61+2,61+2,61+2,54+2,62+2,68+2,68+2,68+2,62+2,63+2,70+2,70+2,70+2,63+2
185394,https://sofifa.com/player/185394/vegard-forren/20/159586,V. Forren,Vegard Forren,31,2/16/1988,186,88,Norway,Molde FK,72,72,2300000,6000,CB,Left,1,3,2,Medium/Medium,Normal,No,3000000,nan,LCB,5,nan,7/27/2017,2021,nan,nan,32,52,62,59,71,76,nan,nan,nan,nan,nan,nan,"Long Throw-in, Leadership, Long Passer (CPU AI Only)",45,39,72,67,44,57,68,64,70,63,33,32,48,71,64,74,81,65,82,61,74,73,41,62,60,72,71,72,67,14,6,6,11,13,56+2,56+2,56+2,52+2,55+2,55+2,55+2,52+2,57+2,57+2,57+2,54+2,63+2,63+2,63+2,54+2,61+2,69+2,69+2,69+2,61+2,62+2,71+2,71+2,71+2,62+2
186567,https://sofifa.com/player/186567/khaled-adenon/20/159586,K. Adénon,Abdul Khaled Akiola Adénon,33,7/28/1985,180,72,Benin,Al Wehda,72,72,1500000,17000,CB,Right,1,4,2,Medium/Medium,Lean,No,2400000,nan,LCB,5,nan,7/29/2019,2021,nan,nan,53,37,56,50,72,73,nan,nan,nan,nan,nan,nan,Long Passer (CPU AI Only),55,39,73,59,33,37,46,48,61,62,53,53,64,66,68,35,80,63,75,37,80,70,17,50,55,66,72,73,71,12,10,7,15,13,47+2,47+2,47+2,48+2,46+2,46+2,46+2,48+2,49+2,49+2,49+2,50+2,55+2,55+2,55+2,50+2,62+2,66+2,66+2,66+2,62+2,65+2,71+2,71+2,71+2,65+2
187478,https://sofifa.com/player/187478/jair-pereira/20/159586,J. Pereira,Jair Pereira Rodríguez,32,7/7/1986,183,80,Mexico,Querétaro,72,72,2000000,8000,CB,Right,1,3,2,Low/High,Normal,No,3400000,nan,RCB,4,nan,7/5/2019,2021,nan,nan,41,38,52,52,73,76,nan,nan,nan,nan,nan,nan,Power Free-Kick,50,31,79,60,19,54,30,33,54,53,40,41,34,60,53,50,73,70,82,43,70,74,35,50,50,64,71,73,72,14,7,15,12,15,49+2,49+2,49+2,47+2,48+2,48+2,48+2,47+2,49+2,49+2,49+2,50+2,55+2,55+2,55+2,50+2,61+2,65+2,65+2,65+2,61+2,63+2,71+2,71+2,71+2,63+2
188124,https://sofifa.com/player/188124/simao-mate-junior/20/159586,Simao Mate,Simão Mate Júnior,30,7/23/1988,178,76,Mozambique,Vegalta Sendai,72,72,2600000,4000,"CDM, CB",Right,1,2,2,Low/High,Stocky,No,3200000,#Strength,RCB,23,nan,1/5/2019,2022,nan,nan,73,46,56,63,73,84,nan,nan,nan,nan,nan,nan,Diver,43,39,60,68,52,59,43,35,63,65,71,75,68,70,75,57,85,73,90,49,80,75,37,51,46,74,70,78,73,10,10,16,8,14,56+2,56+2,56+2,57+2,56+2,56+2,56+2,57+2,58+2,58+2,58+2,59+2,62+2,62+2,62+2,59+2,67+2,71+2,71+2,71+2,67+2,69+2,74+2,74+2,74+2,69+2
188416,https://sofifa.com/player/188416/stijn-wuytens/20/159586,S. Wuytens,Stijn Wuytens,29,10/8/1989,183,74,Belgium,AZ Alkmaar,72,72,2600000,8000,CB,Left,1,4,3,Medium/Medium,Normal,No,3900000,nan,SUB,30,nan,1/22/2016,2020,nan,nan,54,60,73,68,71,72,nan,nan,nan,nan,nan,nan,nan,69,51,72,74,60,66,74,72,74,72,53,54,67,72,67,72,74,75,72,68,66,75,58,72,57,74,72,69,68,13,8,13,15,15,64+2,64+2,64+2,64+2,65+2,65+2,65+2,64+2,67+2,67+2,67+2,66+2,70+2,70+2,70+2,66+2,69+2,72+2,72+2,72+2,69+2,69+2,70+2,70+2,70+2,69+2
189118,https://sofifa.com/player/189118/thiago-rangel-cionek/20/159586,Thiago Cionek,Thiago Rangel Cionek,33,4/21/1986,183,80,Poland,SPAL,72,72,1500000,10000,CB,Right,1,3,2,Medium/High,Normal,No,2600000,nan,CB,4,nan,1/12/2018,2020,SUB,4,63,26,44,52,72,74,nan,nan,nan,nan,nan,nan,nan,35,22,66,54,34,46,31,25,52,56,64,62,62,64,59,31,92,59,83,26,68,74,30,36,39,65,70,74,73,6,8,8,9,16,45+2,45+2,45+2,45+2,44+2,44+2,44+2,45+2,46+2,46+2,46+2,48+2,51+2,51+2,51+2,48+2,60+2,63+2,63+2,63+2,60+2,63+2,71+2,71+2,71+2,63+2
189397,https://sofifa.com/player/189397/florian-jungwirth/20/159586,F. Jungwirth,Florian Jungwirth,30,1/27/1989,181,80,Germany,San Jose Earthquakes,72,72,2500000,6000,"CB, CDM",Right,1,4,2,High/High,Normal,No,3800000,nan,LCB,23,nan,2/2/2017,2019,nan,nan,50,42,60,60,71,73,nan,nan,nan,nan,nan,nan,"Injury Prone, Leadership",50,41,65,70,37,57,49,30,69,63,54,47,58,74,62,52,71,76,69,34,81,74,55,58,37,67,71,70,73,10,6,11,7,13,55+2,55+2,55+2,56+2,57+2,57+2,57+2,56+2,58+2,58+2,58+2,59+2,64+2,64+2,64+2,59+2,66+2,70+2,70+2,70+2,66+2,66+2,70+2,70+2,70+2,66+2
189436,https://sofifa.com/player/189436/lorenzo-ariaudo/20/159586,L. Ariaudo,Lorenzo Ariaudo,30,6/11/1989,186,79,Italy,Frosinone,72,72,2500000,3000,CB,Left,1,3,2,Low/High,Lean,No,4000000,nan,LCB,15,nan,8/25/2016,2021,nan,nan,49,34,50,56,73,72,nan,nan,nan,nan,nan,nan,nan,35,30,73,59,22,52,41,30,62,58,51,47,57,69,63,47,81,66,74,34,74,73,33,45,30,73,71,75,71,8,9,11,9,10,49+2,49+2,49+2,47+2,48+2,48+2,48+2,47+2,50+2,50+2,50+2,50+2,56+2,56+2,56+2,50+2,61+2,66+2,66+2,66+2,61+2,63+2,71+2,71+2,71+2,63+2
189923,https://sofifa.com/player/189923/costa-nhamoinesu/20/159586,C. Nhamoinesu,Costa Nhamoinesu,33,1/6/1986,184,81,Zimbabwe,Sparta Praha,72,72,1500000,1000,"CB, LB",Left,1,3,2,Medium/High,Normal,No,3200000,nan,RCB,26,nan,7/1/2013,2020,nan,nan,82,39,58,62,69,78,nan,nan,nan,nan,nan,nan,"Inflexible, Injury Prone, Long Passer (CPU AI Only), Giant Throw-in",66,30,74,60,53,58,45,35,57,62,80,84,77,69,62,55,76,71,77,40,90,71,47,54,36,66,63,71,70,11,13,11,16,6,56+2,56+2,56+2,59+2,56+2,56+2,56+2,59+2,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,68+2,66+2,66+2,66+2,68+2,69+2,71+2,71+2,71+2,69+2
190560,https://sofifa.com/player/190560/omar-gonzalez/20/159586,O. Gonzalez,Omar Alejandro González,30,10/11/1988,196,92,United States,Toronto FC,72,72,2500000,6000,CB,Right,1,3,2,Low/High,Lean,Yes,3800000,"#Aerial Threat, #Strength",RCB,44,nan,7/9/2019,2022,nan,nan,57,36,50,44,70,82,nan,nan,nan,nan,nan,nan,Long Passer (CPU AI Only),35,31,75,57,46,37,36,27,64,55,43,68,42,63,32,47,82,76,90,35,70,70,35,49,30,63,69,71,69,14,13,10,16,14,49+2,49+2,49+2,45+2,46+2,46+2,46+2,45+2,48+2,48+2,48+2,49+2,55+2,55+2,55+2,49+2,60+2,65+2,65+2,65+2,60+2,63+2,71+2,71+2,71+2,63+2
190772,https://sofifa.com/player/190772/matt-besler/20/159586,M. Besler,Matt Besler,32,2/11/1987,183,77,United States,Sporting Kansas City,72,72,2000000,6000,CB,Left,1,3,2,Low/High,Normal,Yes,3000000,nan,LCB,5,nan,1/15/2009,2020,nan,nan,64,42,62,61,72,73,nan,nan,nan,nan,nan,nan,"Avoids Using Weaker Foot, Leadership, Long Shot Taker (CPU AI Only), Giant Throw-in",49,35,69,73,44,58,34,35,77,63,63,65,63,72,66,56,69,76,74,40,69,73,32,60,61,73,74,71,71,14,10,6,14,9,54+2,54+2,54+2,55+2,55+2,55+2,55+2,55+2,58+2,58+2,58+2,59+2,64+2,64+2,64+2,59+2,67+2,71+2,71+2,71+2,67+2,68+2,71+2,71+2,71+2,68+2
190942,https://sofifa.com/player/190942/kian-hansen/20/159586,K. Hansen,Kian Hansen,30,3/3/1989,184,74,Denmark,FC Nordsjælland,72,72,2500000,9000,CB,Right,1,3,2,Medium/Medium,Normal,No,3100000,nan,RCB,4,nan,7/19/2019,2021,nan,nan,67,47,67,61,72,73,nan,nan,nan,nan,nan,nan,"Leadership, Long Shot Taker (CPU AI Only)",62,43,70,70,36,52,67,43,73,70,68,67,71,70,72,59,79,78,72,48,69,70,55,67,33,68,73,71,74,16,8,16,7,13,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,62+2,62+2,62+2,63+2,66+2,66+2,66+2,63+2,69+2,71+2,71+2,71+2,69+2,70+2,71+2,71+2,71+2,70+2
192904,https://sofifa.com/player/192904/guram-kashia/20/159586,G. Kashia,Guram Kashia,31,7/4/1987,186,87,Georgia,San Jose Earthquakes,72,72,2300000,6000,CB,Right,1,3,2,Medium/High,Stocky,No,3500000,nan,RCB,37,nan,7/10/2018,2022,nan,nan,43,27,56,55,71,79,nan,nan,nan,nan,nan,nan,"Injury Prone, Leadership, Giant Throw-in",45,23,73,65,13,52,40,39,63,59,39,46,54,65,58,43,77,70,82,17,83,70,30,56,51,70,69,72,70,9,13,8,13,6,46+2,46+2,46+2,47+2,47+2,47+2,47+2,47+2,50+2,50+2,50+2,51+2,57+2,57+2,57+2,51+2,61+2,67+2,67+2,67+2,61+2,63+2,71+2,71+2,71+2,63+2
